ImageId,num_classes,has_class_1,has_class_2,has_class_3,has_class_4
0a9aaba9a.jpg,1,0,0,1,0
0aa4399a4.jpg,1,0,0,1,0
0aa7955fd.jpg,1,0,0,1,0
0aafd7471.jpg,1,1,0,0,0
0abfbfc69.jpg,1,0,0,1,0
0ac9936af.jpg,1,0,0,1,0
0aceecf0a.jpg,1,0,0,1,0
0adc17f1d.jpg,1,0,0,0,1
0ae4f8a60.jpg,1,0,0,1,0
0af6b34a8.jpg,1,0,0,1,0
0b1235e38.jpg,1,0,0,1,0
0b1993a49.jpg,1,0,0,1,0
0b1a4d585.jpg,1,1,0,0,0
0b1e5a7a5.jpg,1,0,1,0,0
0b475b419.jpg,1,0,0,1,0
0b4a68676.jpg,1,0,0,1,0
0b4c8e681.jpg,1,0,1,0,0
0b5018316.jpg,1,0,1,0,0
0b5051d9f.jpg,1,0,0,1,0
0b56da4ff.jpg,1,0,0,0,1
0b5c97e4c.jpg,1,0,0,1,0
0b6cc9daa.jpg,1,0,0,1,0
0b76bcd3a.jpg,1,0,0,1,0
0b77d4ddf.jpg,1,0,0,1,0
0b7a4c9b9.jpg,1,0,0,1,0
0b8575001.jpg,1,0,0,1,0
0b8775632.jpg,1,0,0,1,0
0bb304645.jpg,1,1,0,0,0
0bb37f2aa.jpg,1,0,0,1,0
0bb39cafa.jpg,1,0,0,1,0
0bbd121d7.jpg,1,0,0,1,0
0bc0d715e.jpg,1,0,0,1,0
0bc373e44.jpg,2,1,0,1,0
0bc3f8ce8.jpg,1,0,0,1,0
0bc8070d5.jpg,1,0,0,1,0
0bd6da716.jpg,1,1,0,0,0
0bda9a0eb.jpg,1,0,0,1,0
0be9bad7b.jpg,2,0,0,1,1
0bee4edeb.jpg,1,0,0,1,0
0bfce2f41.jpg,1,0,0,1,0
0bfcf7a71.jpg,1,0,0,1,0
0c21c4b46.jpg,1,0,0,1,0
0c2522533.jpg,1,0,0,1,0
0c495b1c8.jpg,1,0,0,1,0
0c59df320.jpg,1,1,0,0,0
0c5c5644b.jpg,1,0,0,1,0
0c6720401.jpg,1,0,1,0,0
0c888ecb5.jpg,2,0,0,1,1
0c9ae816d.jpg,1,0,0,1,0
0ca915b9f.jpg,1,0,0,1,0
0caf53aba.jpg,1,0,0,1,0
0cb3064bd.jpg,1,0,0,1,0
0cb590f8e.jpg,2,1,1,0,0
0cd22bad5.jpg,1,0,0,1,0
0ce18d9e2.jpg,1,0,0,1,0
0ce3a145f.jpg,1,0,0,1,0
0ce5ead68.jpg,1,0,0,1,0
0ce6ef153.jpg,1,0,0,1,0
0cefc1f4f.jpg,1,0,0,1,0
0cf509103.jpg,1,1,0,0,0
0cfcad1f5.jpg,1,0,0,1,0
0d0ee7a51.jpg,1,0,0,1,0
0d13c2a23.jpg,1,1,0,0,0
0d17b6b4f.jpg,1,0,0,1,0
0d224e852.jpg,1,0,0,1,0
0d22c1559.jpg,1,0,0,1,0
0d2a4e766.jpg,1,0,0,1,0
0d365d98c.jpg,1,0,0,1,0
0d3d0dbf2.jpg,1,0,0,1,0
0d3edfec6.jpg,1,0,0,1,0
0d4866e3c.jpg,1,0,1,0,0
0d4eae8de.jpg,1,0,0,0,1
0d51538b9.jpg,1,0,0,0,1
0d617d477.jpg,1,0,0,1,0
0d661ca68.jpg,1,0,0,1,0
0d78ac743.jpg,1,0,0,0,1
0d7e52a91.jpg,1,0,0,1,0
0d99ab39c.jpg,1,0,0,1,0
0d9d2aa59.jpg,1,0,0,1,0
0da0d2c17.jpg,1,0,0,1,0
0da1c044f.jpg,1,0,0,1,0
0db448eb7.jpg,1,0,0,1,0
0db535c8c.jpg,1,0,0,1,0
0db7ec4f0.jpg,1,0,0,1,0
0dc953a31.jpg,1,0,0,1,0
0dd76b019.jpg,1,0,0,1,0
0dd8c9f61.jpg,1,0,0,1,0
0ddbc9fb5.jpg,1,0,0,0,1
0e01b820c.jpg,1,0,0,0,1
0e0377ffa.jpg,1,0,0,1,0
0e0d5004d.jpg,1,0,0,1,0
0e0f06208.jpg,1,0,0,1,0
0e106d482.jpg,1,0,1,0,0
0e1925eb6.jpg,1,0,0,1,0
0e232ce72.jpg,1,0,0,0,1
0e5981679.jpg,1,0,0,1,0
0e5e3f570.jpg,1,0,0,1,0
0e62d06d5.jpg,1,0,0,1,0
0e650e720.jpg,1,0,0,0,1
0e71cd651.jpg,2,0,0,1,1
0e7a45695.jpg,1,1,0,0,0
0e7f04eb4.jpg,1,0,0,1,0
0e86dea5b.jpg,1,1,0,0,0
0e9356159.jpg,1,1,0,0,0
0ea00bf92.jpg,1,0,1,0,0
0ea151b2f.jpg,1,0,0,1,0
0eae06feb.jpg,1,0,0,1,0
0eb09950a.jpg,1,0,0,1,0
0ebb34d89.jpg,1,0,0,1,0
0ebdc1277.jpg,1,0,1,0,0
0ec130695.jpg,1,0,0,1,0
0ec47dc45.jpg,1,0,0,1,0
0ec69ca92.jpg,1,0,0,1,0
0ecf31314.jpg,1,0,0,1,0
0ed6dadbd.jpg,1,0,0,1,0
0ee20797b.jpg,1,0,0,1,0
0ee406ddb.jpg,1,0,0,1,0
0ef465b25.jpg,1,0,0,1,0
0f010cc60.jpg,2,1,0,1,0
0f0c71c3e.jpg,1,0,0,1,0
0f1617841.jpg,1,1,0,0,0
0f2f4c90e.jpg,1,0,0,1,0
0f4a022fd.jpg,1,0,0,1,0
0f4bf08bd.jpg,1,1,0,0,0
0f65a99d2.jpg,1,0,0,1,0
0f7b0f4ab.jpg,1,0,0,1,0
0f8305adb.jpg,1,0,0,0,1
0f9a12222.jpg,1,1,0,0,0
0f9f79a88.jpg,1,1,0,0,0
0fa3f0dab.jpg,1,0,0,1,0
0fb30b22c.jpg,1,0,0,1,0
0fb56c62d.jpg,1,1,0,0,0
0fc3d194a.jpg,1,0,0,1,0
0fcafcb3b.jpg,1,0,0,1,0
0fd171923.jpg,1,0,0,1,0
0fd63823c.jpg,1,1,0,0,0
0fe12f041.jpg,1,0,0,1,0
0ff13bf69.jpg,1,0,0,1,0
0ff2850a2.jpg,1,0,0,1,0
0ff538004.jpg,1,0,0,1,0
100cf75d9.jpg,1,0,0,1,0
1013a0b6e.jpg,1,0,0,1,0
101648543.jpg,2,0,1,1,0
1017c52e8.jpg,1,1,0,0,0
101bc8aa5.jpg,1,0,0,1,0
102ac71fd.jpg,1,0,0,1,0
10378f8ea.jpg,1,0,0,1,0
104e612c2.jpg,1,0,0,1,0
105f93d9e.jpg,1,0,0,1,0
106fd7aad.jpg,1,0,0,1,0
1082cfe08.jpg,1,0,0,0,1
1086196e1.jpg,1,0,0,1,0
108ea689b.jpg,1,0,0,1,0
10909b4bb.jpg,1,0,0,1,0
10972add9.jpg,1,0,0,1,0
10a3cfbce.jpg,1,0,0,1,0
10b23eabe.jpg,1,0,0,1,0
10b6f12f1.jpg,1,0,0,1,0
10bbf7cb3.jpg,1,0,0,1,0
10c05e806.jpg,1,0,0,1,0
10c190f20.jpg,1,0,0,1,0
10d98c2be.jpg,1,0,0,1,0
10d9f85be.jpg,1,1,0,0,0
10e429bfc.jpg,1,0,0,1,0
11192bc94.jpg,1,0,0,1,0
112942aed.jpg,2,1,1,0,0
112b06482.jpg,1,0,0,1,0
112d183e5.jpg,1,0,0,1,0
11418b1c5.jpg,1,1,0,0,0
114e89e60.jpg,1,0,0,1,0
115c02850.jpg,1,0,0,1,0
1165781f0.jpg,1,0,0,1,0
116d673e3.jpg,1,0,0,1,0
117759a83.jpg,1,0,0,1,0
117ddaa9f.jpg,1,0,0,1,0
118b71091.jpg,1,0,0,1,0
1198f83d2.jpg,1,0,0,1,0
11aaf18e2.jpg,1,0,0,1,0
11b37e4d7.jpg,1,0,0,1,0
11b801a0a.jpg,1,0,0,1,0
11bda65f0.jpg,1,0,0,1,0
11bf761dc.jpg,1,0,0,1,0
11c481d5e.jpg,1,0,0,1,0
11f34f40d.jpg,1,0,0,1,0
11f788ecf.jpg,1,1,0,0,0
11ff6a6f4.jpg,1,0,0,1,0
121d3818a.jpg,1,0,0,1,0
12234aab8.jpg,1,0,0,1,0
12274ea9c.jpg,1,0,1,0,0
12375dd7a.jpg,1,0,0,1,0
1238340e9.jpg,1,0,0,1,0
123b0882e.jpg,1,1,0,0,0
124204a30.jpg,1,0,0,1,0
12471d0d5.jpg,1,1,0,0,0
1259fbac8.jpg,1,0,0,1,0
12627251e.jpg,1,0,0,1,0
127504e0f.jpg,1,0,0,1,0
127a4a097.jpg,1,0,0,1,0
1287339e5.jpg,1,0,0,1,0
1287c7c74.jpg,1,0,0,1,0
128b708e5.jpg,1,1,0,0,0
1298b6dbb.jpg,1,0,0,1,0
12c0b2b5c.jpg,1,0,0,1,0
12ca2b04b.jpg,1,0,0,1,0
12d38a1d4.jpg,1,0,0,1,0
12dd3899c.jpg,1,0,0,1,0
12ee58841.jpg,1,0,0,1,0
13067c801.jpg,1,0,0,1,0
1308a608d.jpg,1,1,0,0,0
130e11be6.jpg,1,0,0,1,0
13169e4cf.jpg,1,0,0,1,0
132511b8b.jpg,1,0,0,0,1
132e8ca58.jpg,1,0,0,1,0
1346c8ba2.jpg,1,0,0,1,0
135a4b191.jpg,1,0,0,1,0
135be73db.jpg,1,0,0,1,0
135fe211d.jpg,1,0,0,1,0
1379aba8d.jpg,1,0,0,1,0
137b5546d.jpg,1,0,0,1,0
1387583da.jpg,1,0,0,1,0
1396b6e88.jpg,1,0,0,1,0
139b7e692.jpg,2,0,0,1,1
13ab7b13e.jpg,1,0,0,1,0
13b66e5de.jpg,1,0,0,0,1
13c1d516a.jpg,1,0,0,1,0
13c27aa5b.jpg,1,0,0,1,0
13c9921d2.jpg,1,0,0,1,0
13ca110ae.jpg,1,1,0,0,0
13fa1d70d.jpg,2,0,0,1,1
140e212df.jpg,1,1,0,0,0
140e59cff.jpg,2,1,0,1,0
141bea747.jpg,1,0,0,0,1
141d72a3f.jpg,1,0,0,1,0
1422b7da0.jpg,1,0,0,0,1
1422f2b27.jpg,1,0,0,1,0
1435cd970.jpg,1,0,0,1,0
14457e888.jpg,1,1,0,0,0
144fdd925.jpg,1,0,1,0,0
1473a83e2.jpg,1,0,0,1,0
147ca5516.jpg,1,0,0,0,1
1483bc52d.jpg,1,0,0,1,0
14a77cc6f.jpg,1,0,0,1,0
14c9a9062.jpg,1,0,0,1,0
14cc1c6b0.jpg,1,0,0,0,1
14e4da366.jpg,1,0,0,1,0
14e90eb54.jpg,1,0,0,1,0
14fb9778c.jpg,1,0,0,1,0
14ff2a474.jpg,2,0,0,1,1
1501f53a2.jpg,1,0,0,1,0
150cadc70.jpg,1,0,0,1,0
1511d97da.jpg,1,0,0,1,0
1513b40a0.jpg,1,0,0,1,0
1524a6e4f.jpg,1,0,0,1,0
1535e2127.jpg,1,0,0,1,0
153b56c43.jpg,1,0,0,1,0
154e7e802.jpg,1,1,0,0,0
15547c309.jpg,1,0,0,1,0
1561eb657.jpg,1,0,1,0,0
156a74a49.jpg,1,0,1,0,0
1574cc730.jpg,1,0,0,1,0
15796b4d5.jpg,1,0,0,1,0
157f361ec.jpg,1,0,0,1,0
159a2fee0.jpg,1,0,0,1,0
159b43d49.jpg,1,0,0,1,0
15ab03ce5.jpg,1,0,0,1,0
15aeb5d52.jpg,1,0,0,1,0
15b56bf43.jpg,1,0,0,0,1
15ce9e5cf.jpg,1,0,0,1,0
15d258692.jpg,1,0,0,1,0
15d8b6f02.jpg,1,0,0,1,0
15e21dfad.jpg,1,0,0,1,0
15e512a0f.jpg,1,0,0,1,0
15e8d5e3d.jpg,1,0,0,0,1
15ece0447.jpg,1,0,0,1,0
15f14781f.jpg,1,0,0,1,0
15f8fd390.jpg,1,0,0,1,0
161ca82bf.jpg,1,0,0,1,0
162de780e.jpg,1,0,0,1,0
162f17999.jpg,1,0,0,1,0
162fbb1af.jpg,1,0,0,1,0
163473240.jpg,1,0,0,1,0
16371ae14.jpg,1,1,0,0,0
1639cc829.jpg,1,0,0,1,0
163cc2750.jpg,1,0,0,0,1
163ff3547.jpg,1,0,1,0,0
16498a156.jpg,1,0,0,1,0
165a55d5c.jpg,2,0,0,1,1
1664d4b17.jpg,1,0,0,1,0
166645a0b.jpg,1,0,0,1,0
166818755.jpg,1,0,0,1,0
166fcd035.jpg,1,0,0,1,0
166fff927.jpg,1,0,0,1,0
167ae556b.jpg,1,0,0,1,0
167d6930a.jpg,1,0,0,1,0
1699951da.jpg,1,1,0,0,0
169baf9bb.jpg,1,0,0,1,0
169bb9923.jpg,1,0,0,1,0
16a1cf5b9.jpg,1,0,0,1,0
16a50624d.jpg,1,0,0,0,1
16aa5333c.jpg,1,0,0,1,0
16aabaf79.jpg,1,1,0,0,0
16acf1ed9.jpg,1,0,0,1,0
16b7dc417.jpg,2,1,0,1,0
16b8b50af.jpg,1,0,0,1,0
16c60441c.jpg,1,0,0,1,0
16cf961d6.jpg,1,1,0,0,0
16d0b11ff.jpg,2,1,1,0,0
1717ef156.jpg,1,0,0,1,0
171c64a72.jpg,1,0,0,1,0
172b72353.jpg,1,0,0,1,0
172e692e1.jpg,1,0,0,1,0
17383bd97.jpg,1,1,0,0,0
1740fcd28.jpg,1,0,0,1,0
174af9fd6.jpg,1,0,0,1,0
1755b86e4.jpg,1,0,0,1,0
175c0ee12.jpg,1,0,0,1,0
177a33f57.jpg,1,0,0,1,0
178490b45.jpg,1,0,0,1,0
1795867f2.jpg,1,0,0,0,1
179b27647.jpg,1,0,0,1,0
179f00d93.jpg,1,0,0,1,0
17ac2163c.jpg,1,0,1,0,0
17b384c3e.jpg,1,0,0,1,0
17b3f9421.jpg,1,0,0,1,0
17c821b3f.jpg,1,1,0,0,0
17d02873a.jpg,1,0,0,1,0
17e7cd5c6.jpg,1,0,0,1,0
17eeca349.jpg,1,1,0,0,0
17f01b94d.jpg,1,1,0,0,0
17f611256.jpg,1,0,0,1,0
17f9f952a.jpg,1,1,0,0,0
17fa32126.jpg,1,0,0,1,0
180478e66.jpg,1,0,0,1,0
1809bcad9.jpg,1,0,0,1,0
180bb19f9.jpg,1,0,0,0,1
181454b94.jpg,1,0,0,1,0
181d5197b.jpg,1,0,0,1,0
1821dcbf1.jpg,1,0,0,0,1
182bce847.jpg,1,1,0,0,0
183383e8d.jpg,1,0,0,1,0
1835aee23.jpg,1,0,0,1,0
183dbcde4.jpg,1,0,0,1,0
1849f8952.jpg,1,0,0,0,1
1860df762.jpg,1,0,0,1,0
18615eacf.jpg,1,0,0,1,0
186534efc.jpg,1,0,0,1,0
189659389.jpg,1,1,0,0,0
1897882a1.jpg,1,0,0,1,0
18aa8af7c.jpg,1,0,0,1,0
18ace9a9a.jpg,1,0,0,0,1
18ba753ff.jpg,1,0,1,0,0
18bacf0e3.jpg,1,0,0,1,0
18c141479.jpg,1,0,0,1,0
18c14f720.jpg,1,0,1,0,0
18f057e52.jpg,1,0,0,1,0
18fc395b4.jpg,1,1,0,0,0
190190a6f.jpg,1,0,0,0,1
19115aedb.jpg,1,0,0,1,0
1917c9f34.jpg,1,0,0,1,0
1919bde53.jpg,1,1,0,0,0
192531334.jpg,1,0,0,0,1
192e256ba.jpg,1,0,0,1,0
193884988.jpg,1,0,0,1,0
193eeae52.jpg,1,0,0,1,0
194cce1be.jpg,1,1,0,0,0
195a41c2d.jpg,1,0,0,1,0
195c2e0d0.jpg,1,0,0,1,0
195e36565.jpg,1,1,0,0,0
19656c148.jpg,1,0,0,1,0
196d65e42.jpg,1,0,0,1,0
196e624f5.jpg,1,0,0,1,0
198252b95.jpg,1,0,0,1,0
1988d45c4.jpg,1,0,0,1,0
19955420c.jpg,1,0,0,1,0
199dc89de.jpg,1,0,0,1,0
19a352c2f.jpg,1,0,0,1,0
19a3acdeb.jpg,1,0,0,1,0
19ab4c335.jpg,2,0,0,1,1
19aef9172.jpg,1,0,0,1,0
19b4b7cd8.jpg,1,1,0,0,0
19b8972c7.jpg,1,0,0,1,0
19c3a9c48.jpg,1,0,0,1,0
19c645c25.jpg,1,0,0,1,0
19cf72d91.jpg,1,1,0,0,0
19d5d25a6.jpg,1,0,0,1,0
19d892dd9.jpg,1,0,0,0,1
19e918673.jpg,1,0,0,0,1
19f00abbf.jpg,1,0,0,1,0
1a075e075.jpg,1,0,0,0,1
1a0f5230a.jpg,1,0,0,1,0
1a15e33ae.jpg,1,0,0,1,0
1a17a1f15.jpg,2,0,0,1,1
1a20361c3.jpg,1,0,0,1,0
